ticker name,date,sentiment_score,price_delta,price,influence
AAPL,2015-02-17,0.22325,0.8209840000000099,117.915962,1
AAPL,2015-02-18,0.24996000000000002,-0.24907699999999977,118.736946,-1
AAPL,2015-02-19,0.13486666666666666,0.9685750000000013,118.487869,1
AAPL,2015-02-23,0.18014285714285716,-0.7656179999999893,122.684975,-1
AAPL,2015-02-24,0.14372000000000001,-3.1178660000000065,121.919357,-1
AAPL,2015-02-25,-0.058685714285714285,1.503592999999995,118.801491,1
AAPL,2015-02-26,0.2972,-1.8079679999999883,120.305084,-1
AAPL,2015-03-01,-0.09545,0.581122999999991,,1
AAPL,2015-03-02,0.07662,0.249054000000001,119.078239,1
AAPL,2015-03-03,0.1637666666666667,-0.7564079999999933,119.327293,-1
AAPL,2015-03-04,-0.25739,-1.9647910000000053,118.570885,-1
AAPL,2015-03-05,-0.034857142857142864,0.17525500000000704,116.606094,1
AAPL,2015-03-08,-0.4019,0.4981079999999878,,1
AAPL,2015-03-09,0.06670000000000001,-2.4260249999999957,117.279457,-1
AAPL,2015-03-10,0.10046,-2.093918000000002,114.853432,-1
AAPL,2015-03-11,-0.261625,2.0385890000000018,112.759514,1
AAPL,2015-03-16,0.1779,1.9279180000000053,115.259315,1
AAPL,2015-03-17,0.06573,1.319076999999993,117.187233,1
AAPL,2015-03-18,0.1687625,-0.8947450000000003,118.50631,-1
AAPL,2015-03-23,0.7003,-0.47966699999999207,117.344032,-1
AAPL,2015-03-24,-0.28595,-3.0532690000000002,116.864365,-1
AAPL,2015-03-26,0.4423,-0.9132230000000021,114.604393,-1
AAPL,2015-04-08,-0.050775,0.8855360000000019,115.85891,1
AAPL,2015-04-09,0.35184,0.49814600000000553,116.744446,1
AAPL,2015-04-13,0.3276857142857143,-0.5073250000000087,117.011948,-1
AAPL,2015-04-14,-0.15984999999999996,0.4427570000000003,116.504623,1
AAPL,2015-04-15,0.05464,-0.5626749999999987,116.94738,-1
AAPL,2015-04-22,0.02965,0.9685589999999991,118.644707,1
AAPL,2015-04-23,-0.21378333333333335,0.5626830000000069,119.613266,1
AAPL,2015-04-27,-0.001869999999999998,-1.9278560000000056,122.362091,-1
AAPL,2015-04-28,0.17407,-1.771088000000006,120.434235,-1
AAPL,2015-04-29,0.17018,-3.219336999999996,118.663147,-1
AAPL,2015-04-30,-0.09899,3.5052790000000016,115.44381,1
AAPL,2015-05-04,0.6124,-2.675094999999999,118.718491,-1
AAPL,2015-05-06,0.05483333333333334,0.7132339999999999,115.314674,1
AAPL,2015-05-13,-0.22199999999999998,2.7232900000000058,116.722656,1
AAPL,2015-05-14,0.05103333333333334,-0.1667330000000078,119.445946,-1
AAPL,2015-05-18,0.24505,-0.11115300000000161,120.594551,-1
AAPL,2015-05-19,0.27321,-0.009253999999998541,120.483398,-1
AAPL,2015-05-20,0.2363,1.2319949999999977,120.474144,1
AAPL,2015-05-21,0.02552857142857143,1.0652310000000114,121.706139,1
AAPL,2015-05-26,-0.07955,2.241653999999997,120.066551,1
AAPL,2015-05-28,-0.5106,-1.3894420000000025,122.067375,-1
AAPL,2015-06-01,-0.5719,-0.5372389999999996,120.918762,-1
AAPL,2015-06-03,-0.2833333333333334,-0.7039789999999897,120.529716,-1
AAPL,2015-06-04,-0.0256,-0.6576840000000033,119.825737,-1
AAPL,2015-06-07,-0.06846666666666666,-0.7873390000000029,,-1
AAPL,2015-06-08,0.16077,-0.35199699999999723,118.380714,-1
AAPL,2015-06-10,0.2323,-0.26862300000000516,119.381111,-1
AAPL,2015-06-11,-0.17570999999999998,-1.315337999999997,119.112488,-1
AAPL,2015-06-15,-0.1027,0.6298820000000092,117.565575,1
AAPL,2015-06-17,-0.34409999999999996,0.5372459999999961,117.917557,1
AAPL,2015-06-18,0.1310625,-1.1856459999999913,118.454803,-1
AAPL,2015-06-22,0.5719,-0.5372469999999936,118.204712,-1
AAPL,2015-06-23,0.50615,1.0004049999999864,117.667465,1
AAPL,2015-06-24,0.25,-0.5650329999999997,118.66787,-1
AAPL,2015-06-25,0.03187499999999999,-0.6947329999999994,118.102837,-1
AAPL,2015-06-30,0.5003000000000001,1.0837700000000012,116.185387,1
AAPL,2015-07-08,0.045930000000000006,-2.315742,113.536186,-1
AAPL,2015-07-09,-0.1953,2.973404000000002,111.220444,1
AAPL,2015-07-13,-0.3716,-0.04634099999999819,116.398453,-1
AAPL,2015-07-14,0.10796666666666667,1.120833999999988,116.352112,1
AAPL,2015-07-15,0.4215,1.5654300000000063,117.472946,1
AAPL,2015-07-16,0.02807142857142857,1.0281750000000045,119.038376,1
AAPL,2015-07-21,-0.012439999999999996,-5.122420999999989,121.113289,-1
AAPL,2015-07-22,-0.22139999999999999,-0.05557300000000964,115.990868,-1
AAPL,2015-07-23,0.15512857142857142,-0.6113659999999896,115.935295,-1
AAPL,2015-07-27,0.42460000000000003,0.5650480000000044,113.721443,1
AAPL,2015-07-30,0.13991428571428569,-0.9911579999999987,113.350945,-1
AAPL,2015-08-02,0.10115,-2.6492080000000016,,-1
AAPL,2015-08-03,-0.11839999999999999,-3.519927999999993,109.710579,-1
AAPL,2015-08-04,-0.12576,0.7039790000000039,106.190651,1
AAPL,2015-08-05,-0.5423,0.23261300000000062,106.89463,1
AAPL,2015-08-06,0.17768333333333333,0.362891999999988,107.127243,1
AAPL,2015-08-12,-0.02054,-0.08372499999998695,107.229599,-1
AAPL,2015-08-13,-0.2595166666666667,0.7536849999999902,107.145874,1
AAPL,2015-08-17,0.10534999999999997,-0.6141279999999938,109.016144,-1
AAPL,2015-08-19,-0.5171,-2.1959310000000016,107.015587,-1
AAPL,2015-08-20,0.12765,-6.411102,104.819656,-1
AAPL,2015-08-24,0.04209999999999999,0.5768740000000037,95.952095,1
AAPL,2015-08-25,-0.27295714285714284,5.536422999999999,96.528969,1
AAPL,2015-08-26,0.0129,3.0054930000000013,102.065392,1
AAPL,2015-08-27,-0.08886000000000001,0.34426899999999705,105.070885,1
AAPL,2015-08-31,0.2936,-4.689682000000005,104.922005,-1
AAPL,2015-09-01,0.18248,4.29885800000001,100.232323,1
AAPL,2015-09-02,0.4351,-1.8330610000000007,104.531181,-1
AAPL,2015-09-03,0.059199999999999996,-1.0235440000000011,102.69812,-1
AAPL,2015-09-09,0.14672999999999997,2.251800000000003,102.493416,1
AAPL,2015-09-10,0.16805,1.525977999999995,104.745216,1
AAPL,2015-09-14,0.04933333333333333,0.9025869999999969,107.294724,1
AAPL,2015-09-16,0.0615875,-2.316941,108.318291,-1
AAPL,2015-09-17,-0.10949999999999997,-0.43730899999999906,106.00135,-1
AAPL,2015-09-21,-0.04943333333333333,-1.6841889999999893,107.201698,-1
AAPL,2015-09-22,-0.0843,0.8560489999999987,105.517509,1
AAPL,2015-09-23,0.24739999999999998,0.6327359999999942,106.373558,1
AAPL,2015-09-24,-0.15128999999999998,-0.26983599999999797,107.006294,-1
AAPL,2015-09-30,0.036571428571428574,-0.6699600000000032,102.632996,-1
AAPL,2015-10-01,-0.12042857142857143,0.7443919999999906,101.963036,1
AAPL,2015-10-05,0.7783,0.4931410000000085,103.079636,1
AAPL,2015-10-06,-0.2949,-0.4931410000000085,103.572777,-1
