GOOG,20191211,LOWEST
GOOGL,20191211,LOWEST
AMZN,20191211,LOWEST
CSCO,20191211,LOWEST
MSFT,20191211,LOWEST
AAPL,20191211,LOWEST
INTC,20191211,LOWEST
IBM,20191211,LOWEST
AMD,20191211,LOWEST
NVDA,20191211,LOWEST
QCOM,20191211,LOWEST
